"","Age","Sex","Geo","Year","Population"
"6921","TOTAL","T","EEA30",1976,453771888
"6922","TOTAL","T","EEA31",1976,458295324
"6923","TOTAL","T","EFTA",1976,10581288
"6924","TOTAL","T","EL",1976,9106928
"6925","TOTAL","T","ES",1976,35723408
"6926","TOTAL","T","EU27",1976,449511578
"6927","TOTAL","T","EU28",1976,454035014
"6928","TOTAL","T","FI",1976,4720492
"6929","TOTAL","T","FR",1976,NA
"6930","TOTAL","T","FX",1976,52798338
"6931","TOTAL","T","GE",1976,NA
"6932","TOTAL","T","HR",1976,4523436
"6933","TOTAL","T","HU",1976,10572094
"6934","TOTAL","T","IE",1976,3215200
"6935","TOTAL","T","IS",1976,219262
"6936","TOTAL","T","IT",1976,55588966
"6937","TOTAL","T","LI",1976,23947
"6938","TOTAL","T","LT",1976,3314794
"6939","TOTAL","T","LU",1976,360500
"6940","TOTAL","T","LV",1976,2464529
"6941","TOTAL","T","MC",1976,NA
"6942","TOTAL","T","MD",1976,NA
"6943","TOTAL","T","ME",1976,NA
"6944","TOTAL","T","MK",1976,1769890
"6945","TOTAL","T","MT",1976,306551
"6946","TOTAL","T","NL",1976,13733578
"6947","TOTAL","T","NO",1976,4017101
"6948","TOTAL","T","PL",1976,34184700
"6949","TOTAL","T","PT",1976,9307810
"6950","TOTAL","T","RO",1976,21445698
"6951","TOTAL","T","RS",1976,NA
"6952","TOTAL","T","RU",1976,NA
"6953","TOTAL","T","SE",1976,8208427
"6954","TOTAL","T","SI",1976,1808707
"6955","TOTAL","T","SK",1976,4763617
"6956","TOTAL","T","SM",1976,NA
"6957","TOTAL","T","TR",1976,40281507
"6958","TOTAL","T","UA",1976,NA
"6959","TOTAL","T","UK",1976,56220920
"6960","TOTAL","T","XK",1976,NA
"6961","TOTAL","F","AD",1975,NA
"6962","TOTAL","F","AL",1975,NA
"6963","TOTAL","F","AM",1975,NA
"6964","TOTAL","F","AT",1975,4003303
"6965","TOTAL","F","AZ",1975,NA
"6966","TOTAL","F","BA",1975,NA
"6967","TOTAL","F","BE",1975,4996106
"6968","TOTAL","F","BG",1975,4360061
"6969","TOTAL","F","BY",1975,NA
"6970","TOTAL","F","CH",1975,3256587
"6971","TOTAL","F","CY",1975,254900
"6972","TOTAL","F","CZ",1975,5166285
"6973","TOTAL","F","DE",1975,32387025
"6974","TOTAL","F","DE_TOT",1975,41442967
"6975","TOTAL","F","DK",1975,2550193
"6976","TOTAL","F","EA18",1975,NA
"6977","TOTAL","F","EA19",1975,NA
"6978","TOTAL","F","EE",1975,767451
"6979","TOTAL","F","EEA30",1975,NA
"6980","TOTAL","F","EEA31",1975,NA
"6981","TOTAL","F","EFTA",1975,5386910
"6982","TOTAL","F","EL",1975,4586952
"6983","TOTAL","F","ES",1975,18046030
"6984","TOTAL","F","EU27",1975,NA
"6985","TOTAL","F","EU28",1975,NA
"6986","TOTAL","F","FI",1975,2428572
"6987","TOTAL","F","FR",1975,NA
"6988","TOTAL","F","FX",1975,26832395
"6989","TOTAL","F","GE",1975,NA
"6990","TOTAL","F","HR",1975,NA
"6991","TOTAL","F","HU",1975,5411727
"6992","TOTAL","F","IE",1975,1573800
"6993","TOTAL","F","IS",1975,107158
"6994","TOTAL","F","IT",1975,28286439
"6995","TOTAL","F","LI",1975,11855
"6996","TOTAL","F","LT",1975,1739999
"6997","TOTAL","F","LU",1975,180167
"6998","TOTAL","F","LV",1975,1322646
"6999","TOTAL","F","MC",1975,NA
"7000","TOTAL","F","MD",1975,NA
"7001","TOTAL","F","ME",1975,NA
"7002","TOTAL","F","MK",1975,NA
"7003","TOTAL","F","MT",1975,NA
"7004","TOTAL","F","NL",1975,6827479
"7005","TOTAL","F","NO",1975,2011310
"7006","TOTAL","F","PL",1975,17384456
"7007","TOTAL","F","PT",1975,4680740
"7008","TOTAL","F","RO",1975,10735500
"7009","TOTAL","F","RS",1975,NA
"7010","TOTAL","F","RU",1975,NA
"7011","TOTAL","F","SE",1975,4108766
"7012","TOTAL","F","SI",1975,916724
"7013","TOTAL","F","SK",1975,2391573
"7014","TOTAL","F","SM",1975,NA
"7015","TOTAL","F","TR",1975,19259726
"7016","TOTAL","F","UA",1975,NA
"7017","TOTAL","F","UK",1975,28875801
"7018","TOTAL","F","XK",1975,NA
"7019","TOTAL","M","AD",1975,NA
"7020","TOTAL","M","AL",1975,NA
"7021","TOTAL","M","AM",1975,NA
"7022","TOTAL","M","AT",1975,3589013
"7023","TOTAL","M","AZ",1975,NA
"7024","TOTAL","M","BA",1975,NA
"7025","TOTAL","M","BE",1975,4792142
"7026","TOTAL","M","BG",1975,4349988
"7027","TOTAL","M","BY",1975,NA
"7028","TOTAL","M","CH",1975,3099698
"7029","TOTAL","M","CY",1975,250800
"7030","TOTAL","M","CZ",1975,4857403
"7031","TOTAL","M","DE",1975,29604450
"7032","TOTAL","M","DE_TOT",1975,37439268
"7033","TOTAL","M","DK",1975,2504217
"7034","TOTAL","M","EA18",1975,NA
"7035","TOTAL","M","EA19",1975,NA
"7036","TOTAL","M","EE",1975,656622
"7037","TOTAL","M","EEA30",1975,NA
"7038","TOTAL","M","EEA31",1975,NA
"7039","TOTAL","M","EFTA",1975,5207340
"7040","TOTAL","M","EL",1975,4399201
"7041","TOTAL","M","ES",1975,17292011
"7042","TOTAL","M","EU27",1975,NA
"7043","TOTAL","M","EU28",1975,NA
"7044","TOTAL","M","FI",1975,2273815
"7045","TOTAL","M","FR",1975,NA
"7046","TOTAL","M","FX",1975,25767605
"7047","TOTAL","M","GE",1975,NA
"7048","TOTAL","M","HR",1975,NA
"7049","TOTAL","M","HU",1975,5097229
"7050","TOTAL","M","IE",1975,1590100
"7051","TOTAL","M","IS",1975,109537
"7052","TOTAL","M","IT",1975,27006597
"7053","TOTAL","M","LI",1975,11890
"7054","TOTAL","M","LT",1975,1548511
"7055","TOTAL","M","LU",1975,177233
"7056","TOTAL","M","LV",1975,1125084
"7057","TOTAL","M","MC",1975,NA
"7058","TOTAL","M","MD",1975,NA
"7059","TOTAL","M","ME",1975,NA
"7060","TOTAL","M","MK",1975,NA
"7061","TOTAL","M","MT",1975,NA
"7062","TOTAL","M","NL",1975,6771613
"7063","TOTAL","M","NO",1975,1986215
"7064","TOTAL","M","PL",1975,16461242
"7065","TOTAL","M","PT",1975,4198390
"7066","TOTAL","M","RO",1975,10405968
"7067","TOTAL","M","RS",1975,NA
"7068","TOTAL","M","RU",1975,NA
"7069","TOTAL","M","SE",1975,4067681
"7070","TOTAL","M","SI",1975,861730
"7071","TOTAL","M","SK",1975,2323020
"7072","TOTAL","M","SM",1975,NA
"7073","TOTAL","M","TR",1975,20269492
"7074","TOTAL","M","UA",1975,NA
"7075","TOTAL","M","UK",1975,27354879
"7076","TOTAL","M","XK",1975,NA
"7077","TOTAL","T","AD",1975,NA
"7078","TOTAL","T","AL",1975,2377635
"7079","TOTAL","T","AM",1975,NA
"7080","TOTAL","T","AT",1975,7592316
"7081","TOTAL","T","AZ",1975,NA
"7082","TOTAL","T","BA",1975,3950628
"7083","TOTAL","T","BE",1975,9788248
"7084","TOTAL","T","BG",1975,8710049
"7085","TOTAL","T","BY",1975,NA
"7086","TOTAL","T","CH",1975,6356285
"7087","TOTAL","T","CY",1975,505700
"7088","TOTAL","T","CZ",1975,10023688
"7089","TOTAL","T","DE",1975,61991475
"7090","TOTAL","T","DE_TOT",1975,78882235
"7091","TOTAL","T","DK",1975,5054410
"7092","TOTAL","T","EA18",1975,290354380
"7093","TOTAL","T","EA19",1975,NA
"7094","TOTAL","T","EE",1975,1424073
"7095","TOTAL","T","EEA30",1975,451572251
"7096","TOTAL","T","EEA31",1975,456072978
"7097","TOTAL","T","EFTA",1975,10594250
"7098","TOTAL","T","EL",1975,8986153
"7099","TOTAL","T","ES",1975,35338041
"7100","TOTAL","T","EU27",1975,447334286
"7101","TOTAL","T","EU28",1975,451835013
"7102","TOTAL","T","FI",1975,4702387
"7103","TOTAL","T","FR",1975,NA
"7104","TOTAL","T","FX",1975,52600000
"7105","TOTAL","T","GE",1975,NA
"7106","TOTAL","T","HR",1975,4500727
"7107","TOTAL","T","HU",1975,10508956
"7108","TOTAL","T","IE",1975,3163900
"7109","TOTAL","T","IS",1975,216695
"7110","TOTAL","T","IT",1975,55293036
"7111","TOTAL","T","LI",1975,23745
"7112","TOTAL","T","LT",1975,3288510
"7113","TOTAL","T","LU",1975,357400
"7114","TOTAL","T","LV",1975,2447730
"7115","TOTAL","T","MC",1975,NA
"7116","TOTAL","T","MD",1975,NA
"7117","TOTAL","T","ME",1975,NA
"7118","TOTAL","T","MK",1975,1742780
"7119","TOTAL","T","MT",1975,301892
"7120","TOTAL","T","NL",1975,13599092
"7121","TOTAL","T","NO",1975,3997525
"7122","TOTAL","T","PL",1975,33845698
"7123","TOTAL","T","PT",1975,8879130
"7124","TOTAL","T","RO",1975,21141468
"7125","TOTAL","T","RS",1975,NA
"7126","TOTAL","T","RU",1975,NA
"7127","TOTAL","T","SE",1975,8176447
"7128","TOTAL","T","SI",1975,1778454
"7129","TOTAL","T","SK",1975,4714593
"7130","TOTAL","T","SM",1975,NA
"7131","TOTAL","T","TR",1975,39529218
"7132","TOTAL","T","UA",1975,NA
"7133","TOTAL","T","UK",1975,56230680
"7134","TOTAL","T","XK",1975,NA
"7135","TOTAL","F","AD",1974,NA
"7136","TOTAL","F","AL",1974,NA
"7137","TOTAL","F","AM",1974,NA
"7138","TOTAL","F","AT",1974,4006377
"7139","TOTAL","F","AZ",1974,NA
"7140","TOTAL","F","BA",1974,NA
"7141","TOTAL","F","BE",1974,4982187
"7142","TOTAL","F","BG",1974,4327798
"7143","TOTAL","F","BY",1974,NA
"7144","TOTAL","F","CH",1974,3239574
"7145","TOTAL","F","CY",1974,322300
"7146","TOTAL","F","CZ",1974,5131518
"7147","TOTAL","F","DE",1974,32387627
"7148","TOTAL","F","DE_TOT",1974,41487542
"7149","TOTAL","F","DK",1974,2538020
"7150","TOTAL","F","EA18",1974,NA
"7151","TOTAL","F","EA19",1974,NA
"7152","TOTAL","F","EE",1974,761913
"7153","TOTAL","F","EEA30",1974,NA
"7154","TOTAL","F","EEA31",1974,NA
"7155","TOTAL","F","EFTA",1974,5355418
"7156","TOTAL","F","EL",1974,4560652
"7157","TOTAL","F","ES",1974,17862363
"7158","TOTAL","F","EU27",1974,NA
"7159","TOTAL","F","EU28",1974,NA
"7160","TOTAL","F","FI",1974,2416619
"7161","TOTAL","F","FR",1974,NA
"7162","TOTAL","F","FX",1974,26690880
"7163","TOTAL","F","GE",1974,NA
"7164","TOTAL","F","HR",1974,NA
"7165","TOTAL","F","HU",1974,5381650
"7166","TOTAL","F","IE",1974,1548100
"7167","TOTAL","F","IS",1974,105726
"7168","TOTAL","F","IT",1974,28088587
"7169","TOTAL","F","LI",1974,11640
"7170","TOTAL","F","LT",1974,1725253
"7171","TOTAL","F","LU",1974,178490
"7172","TOTAL","F","LV",1974,1312548
"7173","TOTAL","F","MC",1974,NA
"7174","TOTAL","F","MD",1974,NA
"7175","TOTAL","F","ME",1974,NA
"7176","TOTAL","F","MK",1974,NA
"7177","TOTAL","F","MT",1974,NA
"7178","TOTAL","F","NL",1974,6768924
"7179","TOTAL","F","NO",1974,1998478
"7180","TOTAL","F","PL",1974,NA
"7181","TOTAL","F","PT",1974,4568680
"7182","TOTAL","F","RO",1974,10627776
"7183","TOTAL","F","RS",1974,NA
"7184","TOTAL","F","RU",1974,NA
"7185","TOTAL","F","SE",1974,4089481
"7186","TOTAL","F","SI",1974,NA
"7187","TOTAL","F","SK",1974,2365550
"7188","TOTAL","F","SM",1974,NA
"7189","TOTAL","F","TR",1974,18808000
"7190","TOTAL","F","UA",1974,NA
"7191","TOTAL","F","UK",1974,28889066
"7192","TOTAL","F","XK",1974,NA
"7193","TOTAL","M","AD",1974,NA
"7194","TOTAL","M","AL",1974,NA
"7195","TOTAL","M","AM",1974,NA
"7196","TOTAL","M","AT",1974,3599383
"7197","TOTAL","M","AZ",1974,NA
"7198","TOTAL","M","BA",1974,NA
"7199","TOTAL","M","BE",1974,4774403
"7200","TOTAL","M","BG",1974,4319642
"7201","TOTAL","M","BY",1974,NA
"7202","TOTAL","M","CH",1974,3086951
"7203","TOTAL","M","CY",1974,315500
"7204","TOTAL","M","CZ",1974,4821712
"7205","TOTAL","M","DE",1974,29713752
"7206","TOTAL","M","DE_TOT",1974,37565088
"7207","TOTAL","M","DK",1974,2498164
"7208","TOTAL","M","EA18",1974,NA
"7209","TOTAL","M","EA19",1974,NA
"7210","TOTAL","M","EE",1974,650352
"7211","TOTAL","M","EEA30",1974,NA
"7212","TOTAL","M","EEA31",1974,NA
"7213","TOTAL","M","EFTA",1974,5180975
"7214","TOTAL","M","EL",1974,4377238
"7215","TOTAL","M","ES",1974,17108271
"7216","TOTAL","M","EU27",1974,NA
"7217","TOTAL","M","EU28",1974,NA
"7218","TOTAL","M","FI",1974,2262142
"7219","TOTAL","M","FR",1974,NA
"7220","TOTAL","M","FX",1974,25629845
"7221","TOTAL","M","GE",1974,NA
"7222","TOTAL","M","HR",1974,NA
"7223","TOTAL","M","HU",1974,5066834
"7224","TOTAL","M","IE",1974,1563000
"7225","TOTAL","M","IS",1974,107996
"7226","TOTAL","M","IT",1974,26840113
"7227","TOTAL","M","LI",1974,11516
"7228","TOTAL","M","LT",1974,1534024
"7229","TOTAL","M","LU",1974,174210
"7230","TOTAL","M","LV",1974,1114094
"7231","TOTAL","M","MC",1974,NA
"7232","TOTAL","M","MD",1974,NA
"7233","TOTAL","M","ME",1974,NA
"7234","TOTAL","M","MK",1974,NA
"7235","TOTAL","M","MT",1974,NA
"7236","TOTAL","M","NL",1974,6722096
"7237","TOTAL","M","NO",1974,1974512
"7238","TOTAL","M","PL",1974,NA
"7239","TOTAL","M","PT",1974,4060920
"7240","TOTAL","M","RO",1974,10289614
"7241","TOTAL","M","RS",1974,NA
"7242","TOTAL","M","RU",1974,NA
"7243","TOTAL","M","SE",1974,4053982
"7244","TOTAL","M","SI",1974,NA
"7245","TOTAL","M","SK",1974,2299103
"7246","TOTAL","M","SM",1974,NA
"7247","TOTAL","M","TR",1974,19682106
"7248","TOTAL","M","UA",1974,NA
"7249","TOTAL","M","UK",1974,27340202
"7250","TOTAL","M","XK",1974,NA
"7251","TOTAL","T","AD",1974,NA
"7252","TOTAL","T","AL",1974,2322613
"7253","TOTAL","T","AM",1974,NA
"7254","TOTAL","T","AT",1974,7605760
"7255","TOTAL","T","AZ",1974,NA
"7256","TOTAL","T","BA",1974,3898064
"7257","TOTAL","T","BE",1974,9756590
"7258","TOTAL","T","BG",1974,8647440
"7259","TOTAL","T","BY",1974,NA
"7260","TOTAL","T","CH",1974,6326525
"7261","TOTAL","T","CY",1974,637800
"7262","TOTAL","T","CZ",1974,9953230
"7263","TOTAL","T","DE",1974,62101379
"7264","TOTAL","T","DE_TOT",1974,79052630
"7265","TOTAL","T","DK",1974,5036184
"7266","TOTAL","T","EA18",1974,NA
"7267","TOTAL","T","EA19",1974,NA
"7268","TOTAL","T","EE",1974,1412265
"7269","TOTAL","T","EEA30",1974,NA
"7270","TOTAL","T","EEA31",1974,NA
"7271","TOTAL","T","EFTA",1974,10536393
"7272","TOTAL","T","EL",1974,8937890
"7273","TOTAL","T","ES",1974,34970634
"7274","TOTAL","T","EU27",1974,NA
"7275","TOTAL","T","EU28",1974,NA
"7276","TOTAL","T","FI",1974,4678761
"7277","TOTAL","T","FR",1974,NA
"7278","TOTAL","T","FX",1974,52320725
"7279","TOTAL","T","GE",1974,NA
"7280","TOTAL","T","HR",1974,4480592
"7281","TOTAL","T","HU",1974,10448484
"7282","TOTAL","T","IE",1974,3111100
"7283","TOTAL","T","IS",1974,213722
"7284","TOTAL","T","IT",1974,54928700
"7285","TOTAL","T","LI",1974,23156
"7286","TOTAL","T","LT",1974,3259277
"7287","TOTAL","T","LU",1974,352700
"7288","TOTAL","T","LV",1974,2426642
"7289","TOTAL","T","MC",1974,NA
"7290","TOTAL","T","MD",1974,NA
"7291","TOTAL","T","ME",1974,NA
"7292","TOTAL","T","MK",1974,1717090
"7293","TOTAL","T","MT",1974,NA
"7294","TOTAL","T","NL",1974,13491020
"7295","TOTAL","T","NO",1974,3972990
"7296","TOTAL","T","PL",1974,33512100
"7297","TOTAL","T","PT",1974,8629600
"7298","TOTAL","T","RO",1974,20917390
"7299","TOTAL","T","RS",1974,NA
"7300","TOTAL","T","RU",1974,NA
"7301","TOTAL","T","SE",1974,8143463
"7302","TOTAL","T","SI",1974,1773809
"7303","TOTAL","T","SK",1974,4664653
"7304","TOTAL","T","SM",1974,NA
"7305","TOTAL","T","TR",1974,38490106
"7306","TOTAL","T","UA",1974,NA
"7307","TOTAL","T","UK",1974,56229268
"7308","TOTAL","T","XK",1974,NA
"7309","TOTAL","F","AD",1973,NA
"7310","TOTAL","F","AL",1973,NA
"7311","TOTAL","F","AM",1973,NA
"7312","TOTAL","F","AT",1973,3990665
"7313","TOTAL","F","AZ",1973,NA
"7314","TOTAL","F","BA",1973,NA
"7315","TOTAL","F","BE",1973,4966920
"7316","TOTAL","F","BG",1973,4300053
"7317","TOTAL","F","BY",1973,NA
"7318","TOTAL","F","CH",1973,3217328
"7319","TOTAL","F","CY",1973,319212
"7320","TOTAL","F","CZ",1973,5101215
"7321","TOTAL","F","DE",1973,32276124
"7322","TOTAL","F","DE_TOT",1973,41420888
"7323","TOTAL","F","DK",1973,2522727
"7324","TOTAL","F","EA18",1973,NA
"7325","TOTAL","F","EA19",1973,NA
"7326","TOTAL","F","EE",1973,756198
"7327","TOTAL","F","EEA30",1973,NA
"7328","TOTAL","F","EEA31",1973,NA
"7329","TOTAL","F","EFTA",1973,5318239
"7330","TOTAL","F","EL",1973,4556373
"7331","TOTAL","F","ES",1973,17709422
"7332","TOTAL","F","EU27",1973,NA
"7333","TOTAL","F","EU28",1973,NA
"7334","TOTAL","F","FI",1973,2404350
"7335","TOTAL","F","FR",1973,NA
"7336","TOTAL","F","FX",1973,26508831
"7337","TOTAL","F","GE",1973,NA
"7338","TOTAL","F","HR",1973,NA
"7339","TOTAL","F","HU",1973,5365355
"7340","TOTAL","F","IE",1973,1523300
"7341","TOTAL","F","IS",1973,104343
"7342","TOTAL","F","IT",1973,27896980
"7343","TOTAL","F","LI",1973,11298
"7344","TOTAL","F","LT",1973,1710641
"7345","TOTAL","F","LU",1973,176670
"7346","TOTAL","F","LV",1973,1301605
"7347","TOTAL","F","MC",1973,NA
"7348","TOTAL","F","MD",1973,NA
"7349","TOTAL","F","ME",1973,NA
"7350","TOTAL","F","MK",1973,NA
"7351","TOTAL","F","MT",1973,NA
"7352","TOTAL","F","NL",1973,6712092
"7353","TOTAL","F","NO",1973,1985270
"7354","TOTAL","F","PL",1973,NA
"7355","TOTAL","F","PT",1973,4556560
"7356","TOTAL","F","RO",1973,10550665
"7357","TOTAL","F","RS",1973,NA
"7358","TOTAL","F","RU",1973,NA
"7359","TOTAL","F","SE",1973,4077830
"7360","TOTAL","F","SI",1973,NA
"7361","TOTAL","F","SK",1973,2341097
"7362","TOTAL","F","SM",1973,NA
"7363","TOTAL","F","TR",1973,18379259
"7364","TOTAL","F","UA",1973,NA
"7365","TOTAL","F","UK",1973,28864250
"7366","TOTAL","F","XK",1973,NA
"7367","TOTAL","M","AD",1973,NA
"7368","TOTAL","M","AL",1973,NA
"7369","TOTAL","M","AM",1973,NA
"7370","TOTAL","M","AT",1973,3575804
"7371","TOTAL","M","AZ",1973,NA
"7372","TOTAL","M","BA",1973,NA
"7373","TOTAL","M","BE",1973,4759930
"7374","TOTAL","M","BG",1973,4294440
"7375","TOTAL","M","BY",1973,NA
"7376","TOTAL","M","CH",1973,3070840
"7377","TOTAL","M","CY",1973,312566
"7378","TOTAL","M","CZ",1973,4790087
"7379","TOTAL","M","DE",1973,29533234
"7380","TOTAL","M","DE_TOT",1973,37399813
"7381","TOTAL","M","DK",1973,2484811
"7382","TOTAL","M","EA18",1973,NA
"7383","TOTAL","M","EA19",1973,NA
"7384","TOTAL","M","EE",1973,643439
"7385","TOTAL","M","EEA30",1973,NA
"7386","TOTAL","M","EEA31",1973,NA
"7387","TOTAL","M","EFTA",1973,5151489
"7388","TOTAL","M","EL",1973,4363909
"7389","TOTAL","M","ES",1973,16954085
"7390","TOTAL","M","EU27",1973,NA
"7391","TOTAL","M","EU28",1973,NA
"7392","TOTAL","M","FI",1973,2249051
"7393","TOTAL","M","FR",1973,NA
"7394","TOTAL","M","FX",1973,25407042
"7395","TOTAL","M","GE",1973,NA
"7396","TOTAL","M","HR",1973,NA
"7397","TOTAL","M","HU",1973,5050271
"7398","TOTAL","M","IE",1973,1537500
"7399","TOTAL","M","IS",1973,106569
"7400","TOTAL","M","IT",1973,26677131
"7401","TOTAL","M","LI",1973,11116
"7402","TOTAL","M","LT",1973,1518957
"7403","TOTAL","M","LU",1973,171530
"7404","TOTAL","M","LV",1973,1103390
"7405","TOTAL","M","MC",1973,NA
"7406","TOTAL","M","MD",1973,NA
"7407","TOTAL","M","ME",1973,NA
"7408","TOTAL","M","MK",1973,NA
"7409","TOTAL","M","MT",1973,NA
"7410","TOTAL","M","NL",1973,6675531
"7411","TOTAL","M","NO",1973,1962964
"7412","TOTAL","M","PL",1973,NA
"7413","TOTAL","M","PT",1973,4080040
"7414","TOTAL","M","RO",1973,10203307
"7415","TOTAL","M","RS",1973,NA
"7416","TOTAL","M","RU",1973,NA
"7417","TOTAL","M","SE",1973,4051331
"7418","TOTAL","M","SI",1973,NA
"7419","TOTAL","M","SK",1973,2277139
"7420","TOTAL","M","SM",1973,NA
"7421","TOTAL","M","TR",1973,19129621
"7422","TOTAL","M","UA",1973,NA
"7423","TOTAL","M","UK",1973,27295535
"7424","TOTAL","M","XK",1973,NA
"7425","TOTAL","T","AD",1973,NA
"7426","TOTAL","T","AL",1973,2270891
"7427","TOTAL","T","AM",1973,NA
"7428","TOTAL","T","AT",1973,7566469
"7429","TOTAL","T","AZ",1973,NA
"7430","TOTAL","T","BA",1973,3845048
"7431","TOTAL","T","BE",1973,9726850
"7432","TOTAL","T","BG",1973,8594493
"7433","TOTAL","T","BY",1973,NA
"7434","TOTAL","T","CH",1973,6288168
"7435","TOTAL","T","CY",1973,631778
"7436","TOTAL","T","CZ",1973,9891302
"7437","TOTAL","T","DE",1973,61809358
"7438","TOTAL","T","DE_TOT",1973,78820701
"7439","TOTAL","T","DK",1973,5007538
"7440","TOTAL","T","EA18",1973,NA
"7441","TOTAL","T","EA19",1973,NA
"7442","TOTAL","T","EE",1973,1399637
"7443","TOTAL","T","EEA30",1973,NA
"7444","TOTAL","T","EEA31",1973,NA
"7445","TOTAL","T","EFTA",1973,10469728
"7446","TOTAL","T","EL",1973,8920282
"7447","TOTAL","T","ES",1973,34663507
"7448","TOTAL","T","EU27",1973,NA
"7449","TOTAL","T","EU28",1973,NA
"7450","TOTAL","T","FI",1973,4653401
"7451","TOTAL","T","FR",1973,NA
"7452","TOTAL","T","FX",1973,51915873
"7453","TOTAL","T","GE",1973,NA
"7454","TOTAL","T","HR",1973,4459729
"7455","TOTAL","T","HU",1973,10415626
"7456","TOTAL","T","IE",1973,3060800
"7457","TOTAL","T","IS",1973,210912
"7458","TOTAL","T","IT",1973,54574111
"7459","TOTAL","T","LI",1973,22414
"7460","TOTAL","T","LT",1973,3229598
"7461","TOTAL","T","LU",1973,348200
"7462","TOTAL","T","LV",1973,2404995
"7463","TOTAL","T","MC",1973,NA
"7464","TOTAL","T","MD",1973,NA
"7465","TOTAL","T","ME",1973,NA
"7466","TOTAL","T","MK",1973,1692113
"7467","TOTAL","T","MT",1973,NA
"7468","TOTAL","T","NL",1973,13387623
"7469","TOTAL","T","NO",1973,3948234
"7470","TOTAL","T","PL",1973,33202300
"7471","TOTAL","T","PT",1973,8636600
"7472","TOTAL","T","RO",1973,20753972
"7473","TOTAL","T","RS",1973,NA
"7474","TOTAL","T","RU",1973,NA
"7475","TOTAL","T","SE",1973,8129161
"7476","TOTAL","T","SI",1973,1759584
"7477","TOTAL","T","SK",1973,4618236
"7478","TOTAL","T","SM",1973,NA
"7479","TOTAL","T","TR",1973,37508880
"7480","TOTAL","T","UA",1973,NA
"7481","TOTAL","T","UK",1973,56159785
"7482","TOTAL","T","XK",1973,NA
"7483","TOTAL","F","AD",1972,NA
"7484","TOTAL","F","AL",1972,NA
"7485","TOTAL","F","AM",1972,NA
"7486","TOTAL","F","AT",1972,3972070
"7487","TOTAL","F","AZ",1972,NA
"7488","TOTAL","F","BA",1972,NA
"7489","TOTAL","F","BE",1972,4950716
"7490","TOTAL","F","BG",1972,4280930
"7491","TOTAL","F","BY",1972,NA
"7492","TOTAL","F","CH",1972,3188388
"7493","TOTAL","F","CY",1972,317100
"7494","TOTAL","F","CZ",1972,5077341
"7495","TOTAL","F","DE",1972,32135076
"7496","TOTAL","F","DE_TOT",1972,41315802
"7497","TOTAL","F","DK",1972,2505460
"7498","TOTAL","F","EA18",1972,NA
"7499","TOTAL","F","EA19",1972,NA
"7500","TOTAL","F","EE",1972,749613
"7501","TOTAL","F","EEA30",1972,NA
"7502","TOTAL","F","EEA31",1972,NA
"7503","TOTAL","F","EFTA",1972,5271341
"7504","TOTAL","F","EL",1972,4523501
"7505","TOTAL","F","ES",1972,17549009
"7506","TOTAL","F","EU27",1972,NA
"7507","TOTAL","F","EU28",1972,NA
"7508","TOTAL","F","FI",1972,2391875
"7509","TOTAL","F","FR",1972,NA
"7510","TOTAL","F","FX",1972,26307371
"7511","TOTAL","F","GE",1972,NA
"7512","TOTAL","F","HR",1972,NA
"7513","TOTAL","F","HU",1972,5348576
"7514","TOTAL","F","IE",1972,1499600
"7515","TOTAL","F","IS",1972,102568
"7516","TOTAL","F","IT",1972,27689524
"7517","TOTAL","F","LI",1972,10991
"7518","TOTAL","F","LT",1972,1694750
"7519","TOTAL","F","LU",1972,175227
"7520","TOTAL","F","LV",1972,1293006
"7521","TOTAL","F","MC",1972,NA
"7522","TOTAL","F","MD",1972,NA
"7523","TOTAL","F","ME",1972,NA
"7524","TOTAL","F","MK",1972,NA
"7525","TOTAL","F","MT",1972,NA
"7526","TOTAL","F","NL",1972,6645353
"7527","TOTAL","F","NO",1972,1969394
"7528","TOTAL","F","PL",1972,NA
"7529","TOTAL","F","PT",1972,4546370
"7530","TOTAL","F","RO",1972,10458265
"7531","TOTAL","F","RS",1972,NA
"7532","TOTAL","F","RU",1972,NA
"7533","TOTAL","F","SE",1972,4066735
"7534","TOTAL","F","SI",1972,NA
"7535","TOTAL","F","SK",1972,2318249
"7536","TOTAL","F","SM",1972,NA
"7537","TOTAL","F","TR",1972,17972171
"7538","TOTAL","F","UA",1972,NA
"7539","TOTAL","F","UK",1972,28798979
"7540","TOTAL","F","XK",1972,NA
"7541","TOTAL","M","AD",1972,NA
"7542","TOTAL","M","AL",1972,NA
"7543","TOTAL","M","AM",1972,NA
"7544","TOTAL","M","AT",1972,3549863
"7545","TOTAL","M","AZ",1972,NA
"7546","TOTAL","M","BA",1972,NA
"7547","TOTAL","M","BE",1972,4744663
"7548","TOTAL","M","BG",1972,4276976
"7549","TOTAL","M","BY",1972,NA
"7550","TOTAL","M","CH",1972,3045356
"7551","TOTAL","M","CY",1972,306000
"7552","TOTAL","M","CZ",1972,4766621
"7553","TOTAL","M","DE",1972,29367427
"7554","TOTAL","M","DE_TOT",1972,37240400
"7555","TOTAL","M","DK",1972,2470193
"7556","TOTAL","M","EA18",1972,NA
"7557","TOTAL","M","EA19",1972,NA
"7558","TOTAL","M","EE",1972,635786
"7559","TOTAL","M","EEA30",1972,NA
"7560","TOTAL","M","EEA31",1972,NA
"7561","TOTAL","M","EFTA",1972,5109387
